,CAGR,AnnVol,Sharpe,Alpha(ann),Beta,MaxDD,Calmar
BENCH,0.09479067575104105,0.14945953863879427,0.6837839040747979,0.0,1.0,-0.5078480458066028,0.1866516501023201
EW_LIVE,0.1624854285641133,0.16709452881448167,0.9906943643872421,0.05596417090095528,1.0721874043223265,-0.4726954102517593,0.3437423445206988
MAX_SHARPE_NET,0.18554327194635056,0.1670313926149631,1.1098165067225707,0.09922121413309279,0.8430004492529828,-0.4927205570172484,0.3765689685641741
