ann_ret,ann_vol
0.32533376260084845,0.18864158144416093
0.3217215388971686,0.17622299704907232
0.3899841876700939,0.20937116636610326
0.40739223532446067,0.19811039808979777
0.4195546437008638,0.17542060025994158
0.39303104416414236,0.18962510137500735
0.3748683354816048,0.18968150316738625
0.29990169813897594,0.17605797590972244
0.44034453111432365,0.18234296818644985
0.4722958217847275,0.1980477892582789
0.3958243949604406,0.1957107803238183
0.3558226646887863,0.18030971010995495
0.4013019140389871,0.21310636460318202
0.3912320692344562,0.21371395473099078
0.4017443283977863,0.1992668098654752
0.3545556309192877,0.21556919414589312
0.38456221996731466,0.19369820317887076
0.38353283307101405,0.1833317705776127
0.3815545908930078,0.17997060540558074
0.33279715876903854,0.1735691132489246
0.4064618129857486,0.21293445962661625
0.5147941279741247,0.16618341042377877
0.3594850571838415,0.17685445656785884
0.32632110417846566,0.18199235935840585
0.4580676235772778,0.20540559637200317
0.35995206245504596,0.19543763023013952
0.41613746436571003,0.19621589506394288
0.34352741407995646,0.1845755465676294
0.30707318253155064,0.18285850868167855
0.40471514250519947,0.2223052253354865
0.35362743829077464,0.17591197254020144
0.4583470354255369,0.187508366201191
0.3917478685701731,0.1815215180953729
0.35581955259665526,0.19722332138484586
0.3907831208976506,0.2046263336158338
0.3608989582553359,0.20447043540543808
0.4013688044772177,0.22277206652268688
0.32475779687900086,0.1790538295522612
0.30621544864943057,0.17928347169872177
0.323987811069841,0.1804375169889236
0.34595162939780905,0.19903082235137995
0.3979440211592988,0.16205075302251995
0.382341020423031,0.19427321892992547
0.4938336045238414,0.19342129505712616
0.3009991449540769,0.176626510492866
0.34377023585359834,0.16584565772446008
0.38313936468941057,0.18694171913856436
0.4129461835557357,0.18901729304340978
0.39973091091594104,0.2030632833806029
0.31890569383068024,0.19023477185939916
0.3715631376114757,0.18677878497556638
0.4759394887669295,0.20930526712782838
0.42406023521282604,0.17644917085867498
0.35056187220792934,0.1911809597217459
0.38498526696033947,0.19857043722132828
0.36977344626490605,0.23372044796917496
0.36988850018640296,0.23064055607096426
0.33827437934298155,0.18072189468313726
0.39521974901536283,0.1858875260822604
0.3179787294971366,0.18629842237633537
0.4599592016763224,0.2158225619086452
0.394705893031156,0.17873248316185975
0.3974798658640022,0.20635723188140406
0.3847481039913024,0.18461337524881313
